fecha_inicio,fecha_fin,dias_entre_fechas,dias_evaluados,dias_no_evaluados,hora_apertura,v_rango,v_espera,TP_Ticks,SL_ticks,Tipo_vela_rompimiento,duracion_vela,tick_size,dias_sin_entrada,TPs_alcanzados,SLs_alcanzados,Ticks_totales_TPs,Ticks_totales_SLs,Ticks_totales_estrategia,Margen_Utilidad_2,Absoluto_Ticks_totales,Margen_Utilidad
44938,45626,689,366,323,0.791666667,0,12,310,310,0,5,0.00001,110,128,128,39680,39680,0,0,0,0
44938,45626,689,366,323,0.791666667,3,1,210,35,0,5,0.00001,296,10,60,2100,2100,0,0,0,0
44938,45626,689,366,323,0.791666667,3,3,35,35,1,5,0.00001,160,103,103,3605,3605,0,0,0,0
44938,45626,689,366,323,0.791666667,3,3,110,110,0,5,0.00001,224,71,71,7810,7810,0,0,0,0
44938,45626,689,366,323,0.791666667,3,3,360,360,0,5,0.00001,224,71,71,25560,25560,0,0,0,0
44938,45626,689,366,323,0.791666667,3,6,60,335,1,5,0.00001,129,201,36,12060,12060,0,0,0,0
44938,45626,689,366,323,0.791666667,3,18,135,135,1,5,0.00001,108,129,129,17415,17415,0,0,0,0
44938,45626,689,366,323,0.791666667,3,24,135,135,1,5,0.00001,108,129,129,17415,17415,0,0,0,0
44938,45626,689,366,323,0.791666667,6,1,260,260,0,5,0.00001,318,24,24,6240,6240,0,0,0,0
44938,45626,689,366,323,0.791666667,6,3,185,360,0,5,0.00001,257,72,37,13320,13320,0,0,0,0
44938,45626,689,366,323,0.791666667,6,3,335,210,0,5,0.00001,257,42,67,14070,14070,0,0,0,0
44938,45626,689,366,323,0.791666667,6,6,35,35,1,5,0.00001,146,110,110,3850,3850,0,0,0,0
