fecha_inicio,fecha_fin,dias_evaluados,hora_apertura,v_rango,v_espera,TP_Ticks,SL_ticks,Tipo_vela_rompimiento,duracion_vela,tick_size,dias_sin_entrada,TPs_alcanzados,SLs_alcanzados,Ticks_totales_TPs,Ticks_totales_SLs,Ticks_totales_estrategia,Margen_Utilidad
44938,45626,366,15:00,12,6,335,60,0,5,0.00001,313,3,50,1005,3000,-1995,198.51
44938,45626,366,19:00,24,3,235,35,0,5,0.00001,303,3,60,705,2100,-1395,197.87
44938,45626,366,02:00,6,3,35,235,0,5,0.00001,240,120,6,4200,1410,2790,197.87
44938,45626,366,17:00,24,3,285,35,0,5,0.00001,265,4,97,1140,3395,-2255,197.81
44938,45626,366,20:00,18,3,35,335,0,5,0.00001,307,57,2,1995,670,1325,197.76
44938,45626,366,13:00,24,3,335,35,1,5,0.00001,307,2,57,670,1995,-1325,197.76
44938,45626,366,16:00,12,3,335,35,0,5,0.00001,307,2,57,670,1995,-1325,197.76
44938,45626,366,13:00,24,3,260,160,0,5,0.00001,331,6,29,1560,4640,-3080,197.44
44938,45626,366,19:00,18,1,110,35,0,5,0.00001,335,3,28,330,980,-650,196.97
44938,45626,366,21:00,24,1,360,285,0,5,0.00001,347,4,15,1440,4275,-2835,196.88
44938,45626,366,03:00,24,3,260,35,0,5,0.00001,320,2,44,520,1540,-1020,196.15
44938,45626,366,13:00,24,6,335,35,1,5,0.00001,278,3,85,1005,2975,-1970,196.02
44938,45626,366,13:00,24,3,335,60,0,5,0.00001,331,2,33,670,1980,-1310,195.52
44938,45626,366,14:00,12,3,160,35,0,5,0.00001,308,4,54,640,1890,-1250,195.31
44938,45626,366,15:00,12,3,210,60,0,5,0.00001,332,3,31,630,1860,-1230,195.24
44938,45626,366,17:00,0,1,210,85,0,5,0.00001,308,7,51,1470,4335,-2865,194.9
44938,45626,366,21:00,24,1,335,185,0,5,0.00001,347,3,16,1005,2960,-1955,194.53
44938,45626,366,08:00,12,6,35,260,0,5,0.00001,229,131,6,4585,1560,3025,193.91
44938,45626,366,19:00,24,3,210,210,0,5,0.00001,303,16,47,3360,9870,-6510,193.75
44938,45626,366,22:00,18,1,185,135,1,5,0.00001,322,30,14,5550,1890,3660,193.65
44938,45626,366,11:00,24,3,35,260,1,5,0.00001,275,87,4,3045,1040,2005,192.79
44938,45626,366,17:00,0,1,235,110,0,5,0.00001,308,8,50,1880,5500,-3620,192.55
44938,45626,366,17:00,6,1,110,235,0,5,0.00001,337,25,4,2750,940,1810,192.55
44938,45626,366,14:00,12,3,335,35,0,5,0.00001,308,2,56,670,1960,-1290,192.54
44938,45626,366,15:00,18,3,335,60,1,5,0.00001,314,3,49,1005,2940,-1935,192.54
44938,45626,366,16:00,3,3,35,335,0,5,0.00001,279,84,3,2940,1005,1935,192.54
44938,45626,366,13:00,24,3,310,85,0,5,0.00001,331,3,32,930,2720,-1790,192.47
44938,45626,366,20:00,12,3,260,60,0,5,0.00001,284,6,76,1560,4560,-3000,192.31
44938,45626,366,17:00,6,1,160,210,0,5,0.00001,337,23,6,3680,1260,2420,192.06
44938,45626,366,13:00,24,3,185,135,0,5,0.00001,331,7,28,1295,3780,-2485,191.89
44938,45626,366,13:00,24,3,185,360,0,5,0.00001,331,14,21,2590,7560,-4970,191.89
44938,45626,366,17:00,12,3,35,285,0,5,0.00001,267,95,4,3325,1140,2185,191.67
44938,45626,366,04:00,12,3,360,35,0,5,0.00001,304,2,60,720,2100,-1380,191.67
44938,45626,366,07:00,24,3,35,260,0,5,0.00001,298,65,3,2275,780,1495,191.67
44938,45626,366,13:00,24,6,360,35,0,5,0.00001,304,2,60,720,2100,-1380,191.67
44938,45626,366,14:00,24,6,360,35,0,5,0.00001,335,1,30,360,1050,-690,191.67
44938,45626,366,21:00,24,1,335,260,0,5,0.00001,347,4,15,1340,3900,-2560,191.04
44938,45626,366,18:00,12,1,285,35,0,5,0.00001,292,3,71,855,2485,-1630,190.64
44938,45626,366,13:00,24,3,160,60,0,5,0.00001,331,4,31,640,1860,-1220,190.62
44938,45626,366,13:00,24,3,360,135,0,5,0.00001,331,4,31,1440,4185,-2745,190.62
44938,45626,366,20:00,12,3,235,35,0,5,0.00001,284,4,78,940,2730,-1790,190.43
44938,45626,366,15:00,24,3,360,110,0,5,0.00001,324,4,38,1440,4180,-2740,190.28
44938,45626,366,13:00,6,3,35,335,0,5,0.00001,251,111,4,3885,1340,2545,189.93
44938,45626,366,21:00,24,1,110,85,0,5,0.00001,347,4,15,440,1275,-835,189.77
44938,45626,366,17:00,18,1,60,260,0,5,0.00001,346,12,8,720,2080,-1360,188.89
44938,45626,366,13:00,24,3,235,235,0,5,0.00001,331,9,26,2115,6110,-3995,188.89
44938,45626,366,13:00,24,3,285,285,0,5,0.00001,331,9,26,2565,7410,-4845,188.89
44938,45626,366,15:00,24,3,85,110,0,5,0.00001,324,13,29,1105,3190,-2085,188.69
44938,45626,366,21:00,3,1,210,35,1,5,0.00001,238,7,121,1470,4235,-2765,188.1
44938,45626,366,15:00,12,6,310,35,0,5,0.00001,313,2,51,620,1785,-1165,187.9
44938,45626,366,17:00,6,1,110,85,0,5,0.00001,337,20,9,2200,765,1435,187.58
44938,45626,366,13:00,24,3,185,110,0,5,0.00001,331,6,29,1110,3190,-2080,187.39
44938,45626,366,16:00,12,3,85,135,0,5,0.00001,307,21,38,1785,5130,-3345,187.39
44938,45626,366,17:00,24,1,335,35,0,5,0.00001,309,2,55,670,1925,-1255,187.31
44938,45626,366,22:00,6,1,335,35,0,5,0.00001,309,2,55,670,1925,-1255,187.31
44938,45626,366,22:00,18,1,310,135,0,5,0.00001,339,15,12,4650,1620,3030,187.04
44938,45626,366,09:00,24,3,35,285,1,5,0.00001,293,70,3,2450,855,1595,186.55
44938,45626,366,16:00,24,3,285,35,0,5,0.00001,293,3,70,855,2450,-1595,186.55
44938,45626,366,13:00,24,3,160,210,0,5,0.00001,331,11,24,1760,5040,-3280,186.36
44938,45626,366,19:00,24,3,235,210,0,5,0.00001,303,15,48,3525,10080,-6555,185.96
44938,45626,366,15:00,24,3,85,135,0,5,0.00001,324,15,27,1275,3645,-2370,185.88
44938,45626,366,17:00,6,1,110,185,0,5,0.00001,337,24,5,2640,925,1715,185.41
44938,45626,366,11:00,24,3,35,360,1,5,0.00001,275,88,3,3080,1080,2000,185.19
44938,45626,366,22:00,18,1,310,185,0,5,0.00001,339,17,10,5270,1850,3420,184.86
44938,45626,366,13:00,24,3,160,135,0,5,0.00001,331,8,27,1280,3645,-2365,184.77
44938,45626,366,21:00,24,1,310,235,0,5,0.00001,347,4,15,1240,3525,-2285,184.27
44938,45626,366,13:00,24,3,285,135,0,5,0.00001,331,5,30,1425,4050,-2625,184.21
44938,45626,366,15:00,18,3,285,60,0,5,0.00001,337,2,27,570,1620,-1050,184.21
44938,45626,366,18:00,18,6,335,35,0,5,0.00001,225,5,136,1675,4760,-3085,184.18
44938,45626,366,17:00,24,6,360,35,0,5,0.00001,215,5,146,1800,5110,-3310,183.89
44938,45626,366,19:00,24,3,185,210,0,5,0.00001,303,18,45,3330,9450,-6120,183.78
44938,45626,366,13:00,24,3,185,210,0,5,0.00001,331,10,25,1850,5250,-3400,183.78
44938,45626,366,21:00,24,1,160,85,0,5,0.00001,347,3,16,480,1360,-880,183.33
44938,45626,366,22:00,18,1,85,135,1,5,0.00001,322,36,8,3060,1080,1980,183.33
44938,45626,366,15:00,18,3,260,85,0,5,0.00001,337,3,26,780,2210,-1430,183.33
44938,45626,366,18:00,3,1,235,35,1,5,0.00001,266,5,95,1175,3325,-2150,182.98
44938,45626,366,21:00,3,1,235,35,0,5,0.00001,306,3,57,705,1995,-1290,182.98
44938,45626,366,14:00,18,3,235,35,0,5,0.00001,306,3,57,705,1995,-1290,182.98
44938,45626,366,19:00,24,3,260,210,0,5,0.00001,303,14,49,3640,10290,-6650,182.69
44938,45626,366,23:00,24,1,35,260,1,5,0.00001,278,84,4,2940,1040,1900,182.69
44938,45626,366,13:00,24,6,260,35,1,5,0.00001,278,4,84,1040,2940,-1900,182.69
44938,45626,366,11:00,24,12,35,310,1,5,0.00001,210,150,6,5250,1860,3390,182.26
44938,45626,366,15:00,18,3,310,35,1,5,0.00001,314,2,50,620,1750,-1130,182.26
44938,45626,366,19:00,12,1,35,360,0,5,0.00001,336,29,1,1015,360,655,181.94
44938,45626,366,21:00,3,1,360,35,0,5,0.00001,306,2,58,720,2030,-1310,181.94
44938,45626,366,22:00,12,1,35,360,0,5,0.00001,336,29,1,1015,360,655,181.94
44938,45626,366,22:00,12,1,35,360,1,5,0.00001,306,58,2,2030,720,1310,181.94
44938,45626,366,22:00,12,1,360,35,0,5,0.00001,336,1,29,360,1015,-655,181.94
44938,45626,366,02:00,6,6,35,360,0,5,0.00001,186,174,6,6090,2160,3930,181.94
44938,45626,366,19:00,24,3,210,185,0,5,0.00001,303,15,48,3150,8880,-5730,181.9
44938,45626,366,15:00,24,3,110,110,0,5,0.00001,324,11,31,1210,3410,-2200,181.82
44938,45626,366,15:00,24,3,135,135,0,5,0.00001,324,11,31,1485,4185,-2700,181.82
44938,45626,366,22:00,18,1,360,160,0,5,0.00001,339,15,12,5400,1920,3480,181.25
44938,45626,366,17:00,0,1,185,60,0,5,0.00001,308,6,52,1110,3120,-2010,181.08
44938,45626,366,17:00,6,1,60,185,0,5,0.00001,337,26,3,1560,555,1005,181.08
44938,45626,366,14:00,24,6,235,60,1,5,0.00001,306,5,55,1175,3300,-2125,180.85
44938,45626,366,14:00,24,6,310,60,0,5,0.00001,335,2,29,620,1740,-1120,180.65
44938,45626,366,17:00,6,1,60,35,0,5,0.00001,337,18,11,1080,385,695,180.52
44938,45626,366,22:00,18,1,260,135,0,5,0.00001,339,16,11,4160,1485,2675,180.13
44938,45626,366,17:00,12,3,35,235,0,5,0.00001,267,94,5,3290,1175,2115,180
44938,45626,366,21:00,24,1,110,110,0,5,0.00001,347,5,14,550,1540,-990,180
44938,45626,366,21:00,24,1,135,135,0,5,0.00001,347,5,14,675,1890,-1215,180
44938,45626,366,21:00,24,1,310,310,0,5,0.00001,347,5,14,1550,4340,-2790,180
44938,45626,366,21:00,24,1,335,335,0,5,0.00001,347,5,14,1675,4690,-3015,180
44938,45626,366,13:00,24,3,210,235,0,5,0.00001,331,10,25,2100,5875,-3775,179.76
44938,45626,366,17:00,6,1,135,185,0,5,0.00001,337,23,6,3105,1110,1995,179.73
44938,45626,366,16:00,12,3,110,135,0,5,0.00001,307,18,41,1980,5535,-3555,179.55
44938,45626,366,19:00,6,1,285,35,1,5,0.00001,271,4,91,1140,3185,-2045,179.39
44938,45626,366,21:00,24,1,210,110,0,5,0.00001,347,3,16,630,1760,-1130,179.37
44938,45626,366,16:00,3,3,35,260,0,5,0.00001,279,83,4,2905,1040,1865,179.33
44938,45626,366,02:00,6,3,35,185,0,5,0.00001,240,118,8,4130,1480,2650,179.05
44938,45626,366,10:00,24,3,185,35,0,5,0.00001,303,4,59,740,2065,-1325,179.05
44938,45626,366,04:00,12,3,285,85,0,5,0.00001,304,6,56,1710,4760,-3050,178.36
44938,45626,366,13:00,24,3,285,235,0,5,0.00001,331,8,27,2280,6345,-4065,178.29
44938,45626,366,17:00,18,1,60,310,0,5,0.00001,346,13,7,780,2170,-1390,178.21
44938,45626,366,13:00,24,3,235,35,1,5,0.00001,307,3,56,705,1960,-1255,178.01
44938,45626,366,15:00,12,6,210,35,0,5,0.00001,313,3,50,630,1750,-1120,177.78
44938,45626,366,15:00,12,6,360,60,0,5,0.00001,313,3,50,1080,3000,-1920,177.78
44938,45626,366,13:00,24,3,235,135,0,5,0.00001,331,6,29,1410,3915,-2505,177.66
44938,45626,366,17:00,6,1,285,110,0,5,0.00001,337,15,14,4275,1540,2735,177.6
44938,45626,366,20:00,12,3,160,35,0,5,0.00001,284,6,76,960,2660,-1700,177.08
44938,45626,366,20:00,18,3,35,360,0,5,0.00001,307,57,2,1995,720,1275,177.08
44938,45626,366,01:00,18,24,35,360,0,5,0.00001,130,228,8,7980,2880,5100,177.08
44938,45626,366,13:00,24,3,360,35,1,5,0.00001,307,2,57,720,1995,-1275,177.08
44938,45626,366,16:00,12,3,360,35,0,5,0.00001,307,2,57,720,1995,-1275,177.08
44938,45626,366,08:00,12,3,35,235,0,5,0.00001,268,93,5,3255,1175,2080,177.02
44938,45626,366,21:00,24,1,260,135,0,5,0.00001,347,3,16,780,2160,-1380,176.92
44938,45626,366,13:00,24,3,235,260,0,5,0.00001,331,10,25,2350,6500,-4150,176.6
44938,45626,366,13:00,24,3,135,35,0,5,0.00001,331,3,32,405,1120,-715,176.54
44938,45626,366,18:00,18,6,285,35,0,5,0.00001,225,6,135,1710,4725,-3015,176.32
44938,45626,366,22:00,18,1,260,160,0,5,0.00001,339,17,10,4420,1600,2820,176.25
44938,45626,366,17:00,6,1,135,235,0,5,0.00001,337,24,5,3240,1175,2065,175.74
44938,45626,366,16:00,12,3,235,60,0,5,0.00001,307,5,54,1175,3240,-2065,175.74
44938,45626,366,22:00,18,1,185,160,1,5,0.00001,322,31,13,5735,2080,3655,175.72
44938,45626,366,23:00,18,1,60,185,0,5,0.00001,328,34,4,2040,740,1300,175.68
44938,45626,366,13:00,24,3,185,85,0,5,0.00001,331,5,30,925,2550,-1625,175.68
44938,45626,366,13:00,24,3,285,360,0,5,0.00001,331,11,24,3135,8640,-5505,175.6
44938,45626,366,19:00,24,3,235,185,0,5,0.00001,303,14,49,3290,9065,-5775,175.53
44938,45626,366,11:00,24,6,35,235,1,5,0.00001,249,111,6,3885,1410,2475,175.53
44938,45626,366,13:00,24,6,360,35,1,5,0.00001,278,3,85,1080,2975,-1895,175.46
44938,45626,366,16:00,3,6,35,285,0,5,0.00001,249,112,5,3920,1425,2495,175.09
44938,45626,366,21:00,18,1,60,360,0,5,0.00001,331,24,11,1440,3960,-2520,175
44938,45626,366,13:00,24,3,160,110,0,5,0.00001,331,7,28,1120,3080,-1960,175
44938,45626,366,13:00,24,3,160,260,0,5,0.00001,331,13,22,2080,5720,-3640,175
44938,45626,366,13:00,24,3,310,110,0,5,0.00001,331,4,31,1240,3410,-2170,175
44938,45626,366,13:00,24,3,360,60,0,5,0.00001,331,2,33,720,1980,-1260,175
44938,45626,366,22:00,18,1,185,160,0,5,0.00001,339,19,8,3515,1280,2235,174.61
44938,45626,366,14:00,24,6,185,35,0,5,0.00001,335,2,29,370,1015,-645,174.32
44938,45626,366,15:00,12,6,210,60,0,5,0.00001,313,5,48,1050,2880,-1830,174.29
44938,45626,366,21:00,24,1,360,185,0,5,0.00001,347,3,16,1080,2960,-1880,174.07
44938,45626,366,22:00,18,1,185,135,0,5,0.00001,339,18,9,3330,1215,2115,174.07
44938,45626,366,13:00,24,3,260,285,0,5,0.00001,331,10,25,2600,7125,-4525,174.04
44938,45626,366,16:00,12,3,335,85,0,5,0.00001,307,5,54,1675,4590,-2915,174.03
44938,45626,366,17:00,24,3,310,35,0,5,0.00001,265,4,97,1240,3395,-2155,173.79
44938,45626,366,15:00,18,6,285,60,0,5,0.00001,296,5,65,1425,3900,-2475,173.68
44938,45626,366,19:00,24,3,260,185,0,5,0.00001,303,13,50,3380,9250,-5870,173.67
44938,45626,366,21:00,24,1,185,135,0,5,0.00001,347,4,15,740,2025,-1285,173.65
44938,45626,366,19:00,24,1,160,35,0,5,0.00001,339,2,25,320,875,-555,173.44
44938,45626,366,22:00,18,1,35,160,0,5,0.00001,339,25,2,875,320,555,173.44
44938,45626,366,19:00,24,6,285,35,0,5,0.00001,273,4,89,1140,3115,-1975,173.25
44938,45626,366,17:00,0,1,235,35,0,5,0.00001,308,3,55,705,1925,-1220,173.05
44938,45626,366,14:00,12,3,235,35,0,5,0.00001,308,3,55,705,1925,-1220,173.05
44938,45626,366,17:00,24,6,310,35,0,5,0.00001,215,6,145,1860,5075,-3215,172.85
44938,45626,366,17:00,6,1,260,135,0,5,0.00001,337,17,12,4420,1620,2800,172.84
44938,45626,366,22:00,12,1,110,60,0,5,0.00001,336,5,25,550,1500,-950,172.73
44938,45626,366,16:00,12,3,85,110,0,5,0.00001,307,19,40,1615,4400,-2785,172.45
44938,45626,366,13:00,24,3,235,60,0,5,0.00001,331,3,32,705,1920,-1215,172.34
44938,45626,366,15:00,18,6,235,60,0,5,0.00001,296,6,64,1410,3840,-2430,172.34
44938,45626,366,14:00,12,3,360,35,0,5,0.00001,308,2,56,720,1960,-1240,172.22
44938,45626,366,15:00,18,3,210,35,1,5,0.00001,314,3,49,630,1715,-1085,172.22
44938,45626,366,16:00,3,3,35,360,0,5,0.00001,279,84,3,2940,1080,1860,172.22
44938,45626,366,17:00,6,1,135,310,0,5,0.00001,337,25,4,3375,1240,2135,172.18
44938,45626,366,13:00,24,3,285,310,0,5,0.00001,331,10,25,2850,7750,-4900,171.93
44938,45626,366,17:00,6,1,160,185,0,5,0.00001,337,22,7,3520,1295,2225,171.81
44938,45626,366,13:00,24,3,185,335,0,5,0.00001,331,14,21,2590,7035,-4445,171.62
44938,45626,366,19:00,24,3,210,60,0,5,0.00001,303,6,57,1260,3420,-2160,171.43
44938,45626,366,15:00,12,3,235,85,0,5,0.00001,332,4,30,940,2550,-1610,171.28
44938,45626,366,15:00,12,12,235,60,0,5,0.00001,273,8,85,1880,5100,-3220,171.28
44938,45626,366,21:00,24,1,360,260,0,5,0.00001,347,4,15,1440,3900,-2460,170.83
44938,45626,366,13:00,24,3,335,85,0,5,0.00001,331,3,32,1005,2720,-1715,170.65
44938,45626,366,17:00,0,1,235,60,0,5,0.00001,308,5,53,1175,3180,-2005,170.64
44938,45626,366,14:00,24,12,235,60,0,5,0.00001,308,5,53,1175,3180,-2005,170.64
44938,45626,366,19:00,24,3,185,185,0,5,0.00001,303,17,46,3145,8510,-5365,170.59
44938,45626,366,14:00,24,3,110,35,0,5,0.00001,347,2,17,220,595,-375,170.45
44938,45626,366,03:00,24,3,285,35,0,5,0.00001,320,2,44,570,1540,-970,170.18
44938,45626,366,13:00,24,3,210,260,0,5,0.00001,331,11,24,2310,6240,-3930,170.13
44938,45626,366,16:00,12,3,360,110,0,5,0.00001,307,6,53,2160,5830,-3670,169.91
44938,45626,366,13:00,6,3,35,360,0,5,0.00001,251,111,4,3885,1440,2445,169.79
44938,45626,366,17:00,24,12,310,35,0,5,0.00001,167,8,191,2480,6685,-4205,169.56
44938,45626,366,19:00,24,3,260,35,0,5,0.00001,303,3,60,780,2100,-1320,169.23
44938,45626,366,23:00,18,1,60,260,0,5,0.00001,328,35,3,2100,780,1320,169.23
44938,45626,366,02:00,6,3,35,260,0,5,0.00001,240,120,6,4200,1560,2640,169.23
44938,45626,366,20:00,12,6,210,35,0,5,0.00001,246,7,113,1470,3955,-2485,169.05
44938,45626,366,16:00,12,3,135,135,0,5,0.00001,307,16,43,2160,5805,-3645,168.75
44938,45626,366,18:00,24,1,235,260,0,5,0.00001,342,7,17,1645,4420,-2775,168.69
44938,45626,366,16:00,12,3,235,85,0,5,0.00001,307,7,52,1645,4420,-2775,168.69
44938,45626,366,19:00,12,1,285,85,0,5,0.00001,336,3,27,855,2295,-1440,168.42
44938,45626,366,17:00,12,3,35,310,0,5,0.00001,267,95,4,3325,1240,2085,168.15
44938,45626,366,17:00,12,3,310,35,0,5,0.00001,267,4,95,1240,3325,-2085,168.15
44938,45626,366,08:00,12,6,35,285,0,5,0.00001,229,131,6,4585,1710,2875,168.13
44938,45626,366,19:00,18,1,235,35,1,5,0.00001,290,4,72,940,2520,-1580,168.09
44938,45626,366,23:00,18,1,35,235,0,5,0.00001,328,36,2,1260,470,790,168.09
44938,45626,366,18:00,18,6,260,35,1,5,0.00001,178,9,179,2340,6265,-3925,167.74
44938,45626,366,19:00,24,3,260,60,0,5,0.00001,303,5,58,1300,3480,-2180,167.69
44938,45626,366,17:00,6,6,335,35,0,5,0.00001,233,5,128,1675,4480,-2805,167.46
44938,45626,366,17:00,24,1,360,35,0,5,0.00001,309,2,55,720,1925,-1205,167.36
44938,45626,366,22:00,6,1,360,35,0,5,0.00001,309,2,55,720,1925,-1205,167.36
44938,45626,366,18:00,12,1,310,35,0,5,0.00001,292,3,71,930,2485,-1555,167.2
44938,45626,366,13:00,24,3,160,360,0,5,0.00001,331,16,19,2560,6840,-4280,167.19
44938,45626,366,18:00,12,1,310,60,0,5,0.00001,292,5,69,1550,4140,-2590,167.1
44938,45626,366,17:00,24,12,360,35,0,5,0.00001,167,7,192,2520,6720,-4200,166.67
44938,45626,366,19:00,24,3,210,160,0,5,0.00001,303,14,49,2940,7840,-4900,166.67
44938,45626,366,20:00,12,3,285,60,0,5,0.00001,284,6,76,1710,4560,-2850,166.67
44938,45626,366,20:00,18,1,135,360,0,5,0.00001,346,10,10,1350,3600,-2250,166.67
44938,45626,366,22:00,18,1,135,135,1,5,0.00001,322,32,12,4320,1620,2700,166.67
44938,45626,366,15:00,12,3,185,85,0,5,0.00001,332,5,29,925,2465,-1540,166.49
44938,45626,366,15:00,12,6,335,35,0,5,0.00001,313,2,51,670,1785,-1115,166.42
44938,45626,366,19:00,3,1,360,35,1,5,0.00001,224,5,137,1800,4795,-2995,166.39
44938,45626,366,15:00,12,3,235,60,1,5,0.00001,286,7,73,1645,4380,-2735,166.26
44938,45626,366,16:00,0,6,260,60,1,5,0.00001,178,15,173,3900,10380,-6480,166.15
44938,45626,366,16:00,12,3,310,60,0,5,0.00001,307,4,55,1240,3300,-2060,166.13
44938,45626,366,01:00,18,12,35,285,0,5,0.00001,162,195,9,6825,2565,4260,166.08
44938,45626,366,07:00,24,3,35,285,0,5,0.00001,298,65,3,2275,855,1420,166.08
44938,45626,366,21:00,24,1,110,135,0,5,0.00001,347,6,13,660,1755,-1095,165.91
44938,45626,366,13:00,24,3,310,285,0,5,0.00001,331,9,26,2790,7410,-4620,165.59
44938,45626,366,11:00,24,18,35,285,1,5,0.00001,185,173,8,6055,2280,3775,165.57
44938,45626,366,13:00,24,3,260,360,0,5,0.00001,331,12,23,3120,8280,-5160,165.38
44938,45626,366,16:00,0,3,260,60,1,5,0.00001,191,14,161,3640,9660,-6020,165.38
44938,45626,366,17:00,6,1,135,160,0,5,0.00001,337,22,7,2970,1120,1850,165.18
44938,45626,366,20:00,12,3,260,85,0,5,0.00001,284,9,73,2340,6205,-3865,165.17
